افریقہ	アフリカ
زمرہ:1081ء کی پیدائشیں	Category:1081年生
زمرہ:1091ء کی پیدائشیں	Category:1091年生
زمرہ:1103ء کی پیدائشیں	Category:1103年生
زمرہ:585ء کی وفیات	Category:585年没
زمرہ:1106ء کی پیدائشیں	Category:1106年生
زمرہ:علمی اختصاصات	Category:科学的専門分野
زمرہ:1109ء کی پیدائشیں	Category:1109年生
زمرہ:1112ء کی پیدائشیں	Category:1112年生
زمرہ:1116ء کی پیدائشیں	Category:1116年生
زمرہ:1117ء کی پیدائشیں	Category:1117年生
زمرہ:1119ء کی پیدائشیں	Category:1119年生
زمرہ:1125ء کی پیدائشیں	Category:1125年生
زمرہ:1127ء کی پیدائشیں	Category:1127年生
زمرہ:درسی علوم	Category:学問の分野
زمرہ:1128ء کی پیدائشیں	Category:1128年生
زمرہ:587ء	Category:587年
زمرہ:1138ء کی پیدائشیں	Category:1138年生
زمرہ:1139ء کی پیدائشیں	Category:1139年生
زمرہ:1144ء کی پیدائشیں	Category:1144年生
زمرہ:الکلیات	Category:学問
زمرہ:1157ء کی پیدائشیں	Category:1157年生
زمرہ:1162ء کی پیدائشیں	Category:1162年生
زمرہ:1166ء کی پیدائشیں	Category:1166年生
زمرہ:1173ء کی پیدائشیں	Category:1173年生
زمرہ:1176ء کی پیدائشیں	Category:1176年生
زمرہ:معاشرتی ادارے	Category:社会制度
زمرہ:1186ء کی پیدائشیں	Category:1186年生
زمرہ:1188ء کی پیدائشیں	Category:1188年生
زمرہ:1193ء کی پیدائشیں	Category:1193年生
زمرہ:589ء	Category:589年
زمرہ:1195ء کی پیدائشیں	Category:1195年生
زمرہ:1198ء کی پیدائشیں	Category:1198年生
زمرہ:معاشرتی نظامات	Category:社会システム
زمرہ:1200ء کی پیدائشیں	Category:1200年生
زمرہ:589ء کی وفیات	Category:589年没
زمرہ:1206ء کی پیدائشیں	Category:1206年生
زمرہ:1212ء کی پیدائشیں	Category:1212年生
زمرہ:نظامات	Category:システム
زمرہ:1215ء کی پیدائشیں	Category:1215年生
زمرہ:1218ء کی پیدائشیں	Category:1218年生
زمرہ:1222ء کی پیدائشیں	Category:1222年生
زمرہ:1226ء کی پیدائشیں	Category:1226年生
زمرہ:1227ء کی پیدائشیں	Category:1227年生
زمرہ:1229ء کی پیدائشیں	Category:1229年生
زمرہ:ساخت	Category:構造
زمرہ:591ء	Category:591年
زمرہ:1232ء کی پیدائشیں	Category:1232年生
زمرہ:1233ء کی پیدائشیں	Category:1233年生
زمرہ:1244ء کی پیدائشیں	Category:1244年生
زمرہ:1245ء کی پیدائشیں	Category:1245年生
زمرہ:1251ء کی پیدائشیں	Category:1251年生
زمرہ:1258ء کی پیدائشیں	Category:1258年生
زمرہ:ہیئت	Category:形式
زمرہ:592ء	Category:592年
زمرہ:1262ء کی پیدائشیں	Category:1262年生
زمرہ:1267ء کی پیدائشیں	Category:1267年生
زمرہ:1270ء کی پیدائشیں	Category:1270年生
زمرہ:1271ء کی پیدائشیں	Category:1271年生
زمرہ:1273ء کی پیدائشیں	Category:1273年生
زمرہ:1280ء کی پیدائشیں	Category:1280年生
زمرہ:فلسفہ کی شاخیں	Category:哲学の分野
زمرہ:1285ء کی پیدائشیں	Category:1285年生
زمرہ:1287ء کی پیدائشیں	Category:1287年生
زمرہ:1290ء کی پیدائشیں	Category:1290年生
زمرہ:1292ء کی پیدائشیں	Category:1292年生
زمرہ:1295ء کی پیدائشیں	Category:1295年生
زمرہ:594ء	Category:594年
زمرہ:1298ء کی پیدائشیں	Category:1298年生
زمرہ:1301ء کی پیدائشیں	Category:1301年生
زمرہ:1303ء کی پیدائشیں	Category:1303年生
زمرہ:1309ء کی پیدائشیں	Category:1309年生
زمرہ:عقل	Category:心
زمرہ:1310ء کی پیدائشیں	Category:1310年生
زمرہ:594ء کی وفیات	Category:594年没
زمرہ:1313ء کی پیدائشیں	Category:1313年生
زمرہ:1314ء کی پیدائشیں	Category:1314年生
زمرہ:1317ء کی پیدائشیں	Category:1317年生
زمرہ:1319ء کی پیدائشیں	Category:1319年生
زمرہ:1329ء کی پیدائشیں	Category:1329年生
زمرہ:1331ء کی پیدائشیں	Category:1331年生
زمرہ:1332ء کی پیدائشیں	Category:1332年生
زمرہ:1341ء کی پیدائشیں	Category:1341年生
زمرہ:1342ء کی پیدائشیں	Category:1342年生
خلائی طبیعیات	地球電磁気学
زمرہ:596ء	Category:596年
زمرہ:1343ء کی پیدائشیں	Category:1343年生
زمرہ:1346ء کی پیدائشیں	Category:1346年生
زمرہ:1350ء کی پیدائشیں	Category:1350年生
زمرہ:1354ء کی پیدائشیں	Category:1354年生
زمرہ:1358ء کی پیدائشیں	Category:1358年生
زمرہ:596ء کی وفیات	Category:596年没
زمرہ:1364ء کی پیدائشیں	Category:1364年生
زمرہ:1365ء کی پیدائشیں	Category:1365年生
زمرہ:1367ء کی پیدائشیں	Category:1367年生
سانچہ:Infobox river	Template:Infobox 河川
زمرہ:1369ء کی پیدائشیں	Category:1369年生
زمرہ:1370ء کی پیدائشیں	Category:1370年生
زمرہ:1375ء کی پیدائشیں	Category:1375年生
زمرہ:1378ء کی پیدائشیں	Category:1378年生
زمرہ:1379ء کی پیدائشیں	Category:1379年生
زمرہ:1383ء کی پیدائشیں	Category:1383年生
زمرہ:598ء	Category:598年
زمرہ:1385ء کی پیدائشیں	Category:1385年生
زمرہ:1389ء کی پیدائشیں	Category:1389年生
زمرہ:1393ء کی پیدائشیں	Category:1393年生
زمرہ:1399ء کی پیدائشیں	Category:1399年生
زمرہ:1406ء کی پیدائشیں	Category:1406年生
زمرہ:598ء کی وفیات	Category:598年没
زمرہ:1410ء کی دہائی کی پیدائشیں	Category:1410年代生
زمرہ:1410ء کی پیدائشیں	Category:1410年生
زمرہ:1419ء کی پیدائشیں	Category:1419年生
زمرہ:1422ء کی پیدائشیں	Category:1422年生
زمرہ:1424ء کی پیدائشیں	Category:1424年生
زمرہ:1426ء کی پیدائشیں	Category:1426年生
زمرہ:1429ء کی پیدائشیں	Category:1429年生
زمرہ:1431ء کی پیدائشیں	Category:1431年生
زمرہ:1435ء کی پیدائشیں	Category:1435年生
زمرہ:1436ء کی پیدائشیں	Category:1436年生
زمرہ:1437ء کی پیدائشیں	Category:1437年生
زمرہ:1440ء کی پیدائشیں	Category:1440年生
زمرہ:1443ء کی پیدائشیں	Category:1443年生
زمرہ:600ء کی وفیات	Category:600年没
زمرہ:1445ء کی پیدائشیں	Category:1445年生
زمرہ:1447ء کی پیدائشیں	Category:1447年生
زمرہ:1450ء کی پیدائشیں	Category:1450年生
زمرہ:1457ء کی پیدائشیں	Category:1457年生
زمرہ:1458ء کی پیدائشیں	Category:1458年生
زمرہ:1460ء کی دہائی کی پیدائشیں	Category:1460年代生
زمرہ:1460ء کی پیدائشیں	Category:1460年生
زمرہ:601ء کی وفیات	Category:601年没
زمرہ:1462ء کی پیدائشیں	Category:1462年生
زمرہ:1466ء کی پیدائشیں	Category:1466年生
زمرہ:1467ء کی پیدائشیں	Category:1467年生
زمرہ:1470ء کی پیدائشیں	Category:1470年生
زمرہ:1472ء کی پیدائشیں	Category:1472年生
زمرہ:1476ء کی پیدائشیں	Category:1476年生
زمرہ:1480ء کی دہائی کی پیدائشیں	Category:1480年代生
زمرہ:1483ء کی پیدائشیں	Category:1483年生
زمرہ:603ء	Category:603年
زمرہ:1490ء کی پیدائشیں	Category:1490年生
زمرہ:1491ء کی پیدائشیں	Category:1491年生
زمرہ:1496ء کی پیدائشیں	Category:1496年生
زمرہ:1498ء کی پیدائشیں	Category:1498年生
زمرہ:1500ء کی پیدائشیں	Category:1500年生
زمرہ:1500ء کی دہائی کی پیدائشیں	Category:1500年代生
زمرہ:604ء	Category:604年
زمرہ:1507ء کی پیدائشیں	Category:1507年生
زمرہ:1511ء کی پیدائشیں	Category:1511年生
زمرہ:1514ء کی پیدائشیں	Category:1514年生
زمرہ:1517ء کی ولادتیں	Category:1517年生
زمرہ:1520ء کی پیدائشیں	Category:1520年生
زمرہ:604 ءکی اموات	Category:604年没
زمرہ:1526ء کی پیدائشیں	Category:1526年生
زمرہ:1534ء کی پیدائشیں	Category:1534年生
زمرہ:1535ء کی پیدائشیں	Category:1535年生
زمرہ:1542ء کی پیدائشیں	Category:1542年生
زمرہ:1545ء کی پیدائشیں	Category:1545年生
زمرہ:1547ء کی پیدائشیں	Category:1547年生
زمرہ:1550ء کی پیدائشیں	Category:1550年生
زمرہ:1554ء کی پیدائشیں	Category:1554年生
زمرہ:1557ء کی پیدائشیں	Category:1557年生
زمرہ:1558ء کی پیدائشیں	Category:1558年生
زمرہ:1560ء کی دہائی کی پیدائشیں	Category:1560年代生
زمرہ:1562ء کی پیدائشیں	Category:1562年生
زمرہ:607ء	Category:607年
زمرہ:1565ء کی پیدائشیں	Category:1565年生
زمرہ:1567ء کی پیدائشیں	Category:1567年生
زمرہ:1568ء کی پیدائشیں	Category:1568年生
زمرہ:1574ء کی پیدائشیں	Category:1574年生
زمرہ:607ء کی وفیات	Category:607年没
زمرہ:1577ء کی پیدائشیں	Category:1577年生
زمرہ:1579ء کی پیدائشیں	Category:1579年生
زمرہ:1581ء کی پیدائشیں	Category:1581年生
زمرہ:1583ء کی پیدائشیں	Category:1583年生
زمرہ:1584ء کی پیدائشیں	Category:1584年生
زمرہ:1586ء کی پیدائشیں	Category:1586年生
زمرہ:1589ء کی پیدائشیں	Category:1589年生
زمرہ:1591ء کی پیدائشیں	Category:1591年生
زمرہ:1593ء کی پیدائشیں	Category:1593年生
زمرہ:609ء	Category:609年
زمرہ:1594ء کی پیدائشیں	Category:1594年生
زمرہ:1597ء کی پیدائشیں	Category:1597年生
زمرہ:1598ء کی پیدائشیں	Category:1598年生
زمرہ:1601ء کی پیدائشیں	Category:1601年生
زمرہ:609ء کی وفیات	Category:609年没
زمرہ:1603ء کی پیدائشیں	Category:1603年生
زمرہ:1606ء کی پیدائشیں	Category:1606年生
زمرہ:1611ء کی پیدائشیں	Category:1611年生
زمرہ:1616ء کی پیدائشیں	Category:1616年生
زمرہ:1621ء کی پیدائشیں	Category:1621年生
زمرہ:611ء	Category:611年
زمرہ:1623ء کی پیدائشیں	Category:1623年生
زمرہ:1625ء کی پیدائشیں	Category:1625年生
زمرہ:1627ء کی پیدائشیں	Category:1627年生
زمرہ:1628ء کی پیدائشیں	Category:1628年生
زمرہ:611ء کی وفیات	Category:611年没
زمرہ:1163ء کی پیدائشیں	Category:1632年生
زمرہ:1634ء کی پیدائشیں	Category:1634年生
زمرہ:1636ء کی پیدائشیں	Category:1636年生
زمرہ:1638ء کی پیدائشیں	Category:1638年生
زمرہ:1641ء کی پیدائشیں	Category:1641年生
زمرہ:1643ء کی پیدائشیں	Category:1643年生
زمرہ:1645ء کی پیدائشیں	Category:1645年生
زمرہ:1646ء کی پیدائشیں	Category:1646年生
زمرہ:613ء	Category:613年
زمرہ:1648ء کی پیدائشیں	Category:1648年生
زمرہ:1651ء کی پیدائشیں	Category:1651年生
زمرہ:1656ء کی پیدائشیں	Category:1656年生
زمرہ:1658ء کی پیدائشیں	Category:1658年生
زمرہ:613ء کی وفیات	Category:613年没
زمرہ:1662ء کی پیدائشیں	Category:1662年生
زمرہ:1664ء کی پیدائشیں	Category:1664年生
زمرہ:1667ء کی پیدائشیں	Category:1667年生
زمرہ:1668ء کی پیدائشیں	Category:1668年生
زمرہ:1675ء کی پیدائشیں	Category:1675年生
زمرہ:1677ء کی پیدائشیں	Category:1677年生
زمرہ:615ء	Category:615年
زمرہ:1681ء کی پیدائشیں	Category:1681年生
زمرہ:1682ء کی پیدائشیں	Category:1682年生
زمرہ:1683ء کی پیدائشیں	Category:1683年生
زمرہ:1685ء کی پیدائشیں	Category:1685年生
زمرہ:615ء کی وفیات	Category:615年没
زمرہ:1688ء کی پیدائشیں	Category:1688年生
زمرہ:1691ء کی پیدائشیں	Category:1691年生
زمرہ:1692ء کی پیدائشیں	Category:1692年生
زمرہ:1694ء کی پیدائشیں	Category:1694年生
زمرہ:1695ء کی پیدائشیں	Category:1695年生
زمرہ:1697ء کی پیدائشیں	Category:1697年生
زمرہ:1698ء کی پیدائشیں	Category:1698年生
زمرہ:1700ء کی پیدائشیں	Category:1700年生
زمرہ:1703ء کی پیدائشیں	Category:1703年生
زمرہ:1707ء کی پیدائشیں	Category:1707年生
زمرہ:1710ء کی پیدائشیں	Category:1710年生
زمرہ:1712ء کی پیدائشیں	Category:1712年生
زمرہ:1714ء کی پیدائشیں	Category:1714年生
زمرہ:618ء کی وفیات	Category:618年没
زمرہ:1982ء کی فلمیں	Category:1982年の映画
زمرہ:1728ء کی پیدائشیں	Category:1728年生
زمرہ:1732ء کی پیدائشیں	Category:1732年生
زمرہ:621ء	Category:621年
زمرہ:1735ء کی پیدائشیں	Category:1735年生
زمرہ:1736ء کی پیدائشیں	Category:1736年生
زمرہ:1739ء کی پیدائشیں	Category:1739年生
زمرہ:621ء کی وفیات	Category:621年没
زمرہ:1742ء کی پیدائشیں	Category:1742年生
زمرہ:1743ء کی پیدائشیں	Category:1743年生
زمرہ:1744ء کی پیدائشیں	Category:1744年生
زمرہ:1746ء کی پیدائشیں	Category:1746年生
زمرہ:1983ء کی فلمیں	Category:1983年の映画
زمرہ:1749ء کی پیدائشیں	Category:1749年生
زمرہ:623ء	Category:623年
زمرہ:1751ء کی پیدائشیں	Category:1751年生
زمرہ:623ء کی وفیات	Category:623年没
زمرہ:1756ء کی پیدائشیں	Category:1756年生
زمرہ:1758ء کی پیدائشیں	Category:1758年生
زمرہ:1759ء کی پیدائشیں	Category:1759年生
زمرہ:1760ء کی پیدائشیں	Category:1760年生
زمرہ:1984ء کی فلمیں	Category:1984年の映画
زمرہ:625ء	Category:625年
زمرہ:1765ء کی پیدائشیں	Category:1765年生
زمرہ:1766ء کی پیدائشیں	Category:1766年生
زمرہ:1767ء کی پیدائشیں	Category:1767年生
زمرہ:1768ء کی پیدائشیں	Category:1768年生
زمرہ:625ء کی وفیات	Category:625年没
زمرہ:1769ء کی پیدائشیں	Category:1769年生
زمرہ:1770ء کی پیدائشیں	Category:1770年生
زمرہ:1773ء کی پیدائشیں	Category:1773年生
زمرہ:1777ء کی پیدائشیں	Category:1777年生
زمرہ:1985ء کی فلمیں	Category:1985年の映画
زمرہ:628ء	Category:628年
زمرہ:1782ء کی پیدائشیں	Category:1782年生
زمرہ:قومی کھاتے	Category:国民経済計算
زمرہ:1784ء کی پیدائشیں	Category:1784年生
زمرہ:628ء کی وفیات	Category:628年没
زمرہ:1786ء کی پیدائشیں	Category:1786年生
