Աֆրիկա	アフリカ
Լուպերկալիաներ	ルペルカーリア祭
Պինդ մարմնային լազեր	固体レーザー
Կոստաս Մանոլաս	コスタス・マノラス
PIC պրոցեսորներ	PIC (コントローラ)
Կորնթոսյան պատերազմ	コリントス戦争
(2497) Կուլիկովսկի	クリコフスキー (小惑星)
Նարին (գետ)	ナルイン川
Սենսուալիզմ	感覚論
Վայնշեշիկա	ヴァイシェーシカ学派
Մեկնություն	インタープリタ (曖昧さ回避)
Իմ երջանիկ աստղերը 2	七福星
Սուբյեկտ և օբյեկտ	SVO型
Բեյրութի պրովինցիա	ベイルート県
Հայֆա Ուեհբե	ハイファ・ワハビ
Բոցենի	フロックス属
Umbro	アンブロ
(3259) Բրաունլի	ブラウンリー (小惑星)
Օտարացում (ֆիլմ, 2011)	デタッチメント 優しい無関心
Կոլոմենսկոյե	コローメンスコエ
Կուրտեա դե Արճեշ	クルテア・デ・アルジェシュ
Կայա (նահանգ)	カヤー州
Բուֆորդ (Վայոմինգ)	ビュフォード (ワイオミング州)
119 (թիվ)	119
Passenger (երաժիշտ)	パッセンジャー (歌手)
Պապուլա	皮疹
Խորքային ռումբ	爆雷
Դիֆրակցիոն ցանց	回折格子
Սիլիկոզ	珪肺
(9951) Տիրանոզավրուս	ティラノサウルス (小惑星)
(3068) Խանինա	ハニナ (小惑星)
(9032) Տանակամի	田上 (小惑星)
Ray-Ban	レイバン
(2552) Ռեմեկ	レメック (小惑星)
Սպեկտր	スペクトル
Հարթավայրային Շոտլանդիա	ローランド地方
Անդրադարձ (բասկետբոլ)	リバウンド (バスケットボール)
(2627) Չուրյումով	チュリュモフ (小惑星)
Հոգեբանական տրավմա	心的外傷
Պլուտո Նեշի արկածները	プルート・ナッシュ
(5738) Բիլլպիկերինգ	ビル・ピッカリング (小惑星)
Պեռլիտ	パーライト (岩石)
(7704) Դելեն	デレン (小惑星)
Քրիստոնեական խորհրդապաշտություն	キリスト教神秘主義
Գազարով տորթ	キャロットケーキ
Դելեցիա	欠失
Մատրիցի ռանգ	行列の階数
(1959) Կարբիշև	カルブィシェフ (小惑星)
(3847) Սինդել	シンデル (小惑星)
(3822) Սեգովիա	セゴビア (小惑星)
Սալտարելո	サルタレロ
Սյունաշար	コロネード
TV Markíza	テレビ・マルキーザ
Վիսենտե դել Բոսկե	ビセンテ・デル・ボスケ
Աստերոիդի արբանյակ	小惑星の衛星
Ռիդբերգի հաստատուն	リュードベリ定数
Վիլնյուսի համալսարան	ヴィリニュス大学
(7627) Վակենոկիյոմարո	和気清麻呂 (小惑星)
Բարկարոլ	舟歌
Ժամանակակից ֆիզիկա	現代物理学
(4875) Ինգալաս	インガルス (小惑星)
(2071) Նադեժդա	ナデジダ (小惑星)
Շվեյցարիան Եվրատեսիլ երգի մրցույթում	スイスのユーロビジョン・ソング・コンテスト
(3982) Կաստել	カステル (小惑星)
Mercedes-Benz G-դաս	メルセデス・ベンツ Gクラス
Թալասա	タラッサ
Համակարգչային խաղերի ժանրեր	コンピュータゲームのジャンル
Ռուրյան դերբի	ルールダービー
(8432) Տամակասուգա	玉春日 (小惑星)
BAR 005	B・A・R 005
Վստահություն	信頼
Սիլոս	サイレージ
(933) Սյուզի	スージー (小惑星)
(2680) Մատեո	マテオ (小惑星)
Lexus RX	レクサス・RX
Տադասի Իմաի	今井正
Լիտվան Եվրատեսիլ երգի մրցույթում	リトアニアのユーロビジョン・ソング・コンテスト
Մետապլազիա	化生
(2890) Վիլյույսկ	ヴィリュイスク (小惑星)
(3133) Սենդայ	仙台 (小惑星)
Լիգա (միավոր)	リーグ (単位)
Սեղանի Թենիսի միջազգային ֆեդերացիա	国際卓球連盟
Կիրակնօրյա դպրոց (Ռուսական կայսրություն)	教会学校
Ռիպոն	リポン
Կոտոբադ	コトバーデ
(9769) Նաուտիլիուս	ノーチラス (小惑星)
68 (թիվ)	68
(2771) Պոլզունով	ポルズノフ (小惑星)
(3079) Շիլլեր	シラー (小惑星3079番)
(7011) Վորլի	ウォーリー (小惑星)
(5839) GOI	GOI (小惑星)
Շեքսպիրի սոնետներ	ソネット集
Սալոու	サロウ
Դայք	岩脈
FOX8	FOX8
(8315) Բաջին	巴金 (小惑星)
Դոկտոր Դուլիթլ	ドクター・ドリトル
Սեքս-տուրիզմ	売春ツアー
5-րդ հյուսիսային զուգահեռական	北緯5度線
(7012) Հոբբես	ホッブズ (小惑星)
(3431) Նականո	中野 (小惑星)
Ժորժ Լեֆևր	ジョルジュ・ルフェーブル
Սպառողների իրավունքների պաշտպանություն	消費者保護
Մոնթեբելլո	モンテベロ (カリフォルニア州)
(8866) Տանեգաշիմա	種子島 (小惑星)
Ուգանդական նախագիծ	英領ウガンダ計画
(4758) Էրմիտաժ	エルミタージュ (小惑星)
Դատական նախադեպ	先例
(5422) Հոջկին	ホジキン (小惑星)
Թեմ (այլ կիրառումներ)	教区
Կիշալֆյոլդ	ハンガリー小平原
(3625) Ֆրակաստորո	フラカストロ (小惑星)
Սալ (երկրաբանություն)	プラットフォーム (地質学)
(8581) Ջոնեն	常念 (小惑星)
(5831) Դիզի	ディジー (小惑星)
Ավետ Տերտերյան	アーヴェト・テルテリャーン
Շիրակ (ֆուտբոլային ակումբ)	FCシラク
I Will Always Love You	オールウェイズ・ラヴ・ユー
(5360) Ռոժդեստվենսկիյ	ロジェストヴェンスキー (小惑星)
Mercedes-Benz GLK-դաս	メルセデス・ベンツ GLKクラス
Չիզբուրգեր	チーズバーガー
(3733) Յոշիմոտո	義朝 (小惑星)
Ռեալիզմ (գրականություն)	実在
Պենիաֆիել	ペニャフィエル
(2785) Սեդով	セドフ (小惑星)
156 (թիվ)	156
(8551) Դեյտարաբոչի	ダイダラボッチ (小惑星)
(5531) Կարոլինտյե	カロリーンチェ (小惑星)
(9368) Իսաշի	枝幸 (小惑星)
Վեստ Ինդիա	西インド諸島
Բաց նախնական ընտրություն	予備選挙
Բիո-Սենսորներ	バイオセンサー
Վիլյանդի (ֆուտբոլային ակումբ)	JKヴィリャンディ・トゥレヴィク
(7737) Սիրրահ	サイラー (小惑星)
(5555) Ուիմբերլի	ウィンバリー (小惑星)
Երկնային կապիտանը և ապագայի աշխարհը	スカイキャプテン ワールド・オブ・トゥモロー
(3017) Պետրովիչ	ペトロヴィッチ (小惑星)
Կաքավագրություն	キネトスコープ
(3569) Կումոն	公文 (小惑星)
Կրկես (ֆիլմ, 1928)	サーカス (映画)
(9447) Ժուլբորդետ	ジュール・ボルデ (小惑星)
(3205) Բոկսենբերգ	ボクセンバーグ (小惑星)
Օնտարիոյի գեղարվեստի պատկերասրահ	アートギャラリー・オブ・オンタリオ
(9786) Գակուտենսոկու	學天則 (小惑星)
Միջազգային առարկայական օլիմպիադաներ	国際科学オリンピック
(3055) Աննապավլովա	アンナ・パヴロワ (小惑星)
(8182) Ակիտա	秋田 (小惑星)
Բետանսոս (քաղաք)	ベタンソス
Վոլյունտարիզմ	主意主義
Շահի Զինդա	シャーヒ・ズィンダ廟群
Անտառային կադաստր	不動産登記
Արկանզաս (այլ կիրառումներ)	アーカンソー (曖昧さ回避)
(9164) Կոլբերտ	コルバート (小惑星)
(9993) Կումամոտո	熊本 (小惑星)
Ոսկեզանգ	レンギョウ
Թոնի Ամենդոլա	トニー・アメンドーラ
Ռուսա Դ	ルサ4世
Ծանրության ուժ	地球の重力
Հուգենոտյան պատերազմներ	ユグノー戦争
Ճանապարհորդների ծառ	タビビトノキ
Սապատաձուկ	カラフトマス
Սեո դե Ուրխել	ラ・セウ・ドゥルジェイ
Աբստրակցիա	抽象化
Գիրաուտ դը Բորնեյլ	ギラウト・デ・ボルネーユ
Դիվաձար	ホウライシダ属
97 (թիվ)	97
Ալբիոն	アルビオン
(8269) Կելանդրելի	カランドレッリ (小惑星)
Լոնդոնի գիտության թանգարան	サイエンス・ミュージアム
Ստորջրյա հրաբուխներ	海底火山
Կարմեն (նովել)	カルメン
(5829) Իշիդագորո	石田五郎 (小惑星)
Հենրի VII (Անգլիա)	ヘンリー7世 (イングランド王)
Բլեքինգե	ブレーキンゲ地方
ԿՈՆԿԱԿԱՖ-ի ոսկե գավաթ 1996	1996 CONCACAFゴールドカップ
Կոլումբարիում	納骨堂
Արլոն	アルロン
Ցասման ողկույզները (ֆիլմ)	怒りの葡萄 (映画)
Դրյու Բերիմոր	ドリュー・バリモア
Մաչու Պիկչու	マチュ・ピチュ
(8235) Ֆրագոնարդ	フラゴナール (小惑星)
Ծանոթացեք՝ Ջո Բլեք	ジョー・ブラックをよろしく
Ֆրանցիսկ Ասսիզեցի	アッシジのフランチェスコ
Ջորջիայի դրոշ	ジョージア州の旗
(3324) Ավսյուկ	アヴシュク (小惑星)
Իտալիայի ֆուտբոլի ազգային հավաքական	サッカーイタリア代表
Լուսան	オオヤマネコ
Բրազիլական հոսանք	ブラジル海流
Դաշնակցային պատերազմ	同盟市戦争
Իգոր Նևեռլի	イゴール・ネーヴェルリ
Պեկորինո	ペコリーノ
Մարտին Գարդներ	マーティン・ガードナー
(2829) Բոբհոփ	ボブ・ホープ (小惑星)
(5149) Լեյբնից	ライプニッツ (小惑星)
Պայթյուն անցյալից	タイムトラベラー きのうから来た恋人
(5704) Շումեյկեր	シューマッハ (小惑星)
(8446) Տազիև	タジェフ (小惑星)
Փարիզի վարչական բաժանում	パリの行政区
Կյանքի փիլիսոփայություն	生の哲学
Արմավիա	アルマヴィア
Համակարգային վերլուծություն	システム解析
Ֆուտբոլն ամառային II Օլիմպիական խաղերում	パリオリンピック (1900年) におけるサッカー競技
Խմբոիդ	マグマ (数学)
Օրվա ասպետը	ナイト&デイ
Eidos Interactive	アイドス
(8268) Գոերդելեր	ゲルデラー (小惑星)
Ռենտոն	レントン (ワシントン州)
Գելաթի վանք	ゲラティ修道院
Բարդույթ (հոգեբանություն)	コンプレックス
Պետության և իրավունքի պատմություն	法制史
Ռոումինգ	ローミング
Մասնավոր անուն	下位語
Իշտվան Դոբի	ドビ・イシュトヴァーン
Լատիներենի հիման վրա այբուբեններ	ラテンアルファベットに由来するアルファベット
Ստոկհոլմի աստղադիտարան	ストックホルム天文台
Արմեն Մկրտչյան	アルメン・ムクルチアン
Ռենտերիա	エレンテリア
Բավարիայի պետական օպերա	バイエルン国立歌劇場
Համբուրգի աստղադիտարան	ハンブルク天文台
Վիդեոարտ	ビデオ・アート
Սունդանցիներ	スンダ族
Սահմանական եղանակ	直説法
(2396) Կոչի	高知 (小惑星)
Որովայնի խոռոչ	腹腔
(2667) Օիկավա	及川 (小惑星)
Կոնստանտին Բենկենդորֆ	コンスタンチン・ベンケンドルフ
Հայոց համազգային շարժում	アルメニア全国民運動
Հրազդան մարզադաշտ	ラズダン・スタジアム
Ֆրանեկերադեյլ	フラーネケラデール
Աշխարհի երկրներն ըստ եկամտային տարբերության	国の所得格差順リスト
Հայաստանյայց Առաքելական Սուրբ Եկեղեցի	アルメニア教会
Իռլանդական գրականություն	アイルランド文学
Ուելսի շրջաններ	ウェールズの地方行政区画
94 (թիվ)	94
(3349) Մանաս	マナス (小惑星)
My Morning Jacket	マイ・モーニング・ジャケット
Սառնարյուն Լյուկը	暴力脱獄
(2618) Կունաբարաբրան	クーナバラブラン (小惑星)
(2656) Էվենկիա	エヴェンキア (小惑星)
Հայկական դիցաբանություն	アルメニア神話
Թոշիմասա Ֆուրութա	古田俊正
(2814) Վիեյրա	ヴィエイラ (小惑星)
Ռևմատիզմ	リウマチ
Խաբուր	ハブール川
Վիք (Իսլանդիա)	ヴィーク
Կրակովի ապստամբություն (1846)	クラクフ蜂起
Հակոբ Տոնոյանի անվան Սուպերգավաթ	アルメニア・スーパーカップ
Լուկրեցիա Բորջիա (օպերա)	ルクレツィア・ボルジア (オペラ)
Ջաֆարիական մազհաբ	ジャアファル法学派
Վոկալ	声楽
Հարսանեկան պոեզիա	祝婚歌
(9252) Գոդդարդ	ゴダード (小惑星)
(6976) Կանացու	金津 (小惑星)
It’s My Life (երգ, Bon Jovi)	イッツ・マイ・ライフ
Ֆրանսիայի ազգային նվագախումբ	フランス国立管弦楽団
55 (թիվ)	55
Շտաուբբախ ջրվեժ	シュタウプバッハの滝
BBC Three	BBC Three
Մերձբալթյան օպերացիա	バルト海攻勢
Խնամատարություն	法定代理人
Կոմիշե օպեր	ベルリン・コーミッシェ・オーパー
Ռոլֆ Լիբերման	ロルフ・リーバーマン
