აფრიკა	アフリカ
ალექსანდრე პარმელი	アレッサンドロ・ファルネーゼ (パルマ公)
კოპაუე	コパウエ山
სერო-ტუსგლე	トゥスグレ山
ანჯელო ოგბონა	アンジェロ・オグボンナ
პრჟემისლ I ოტოკარი	オタカル1世
ლუის კომფორტ ტიფანი	ルイス・カムフォート・ティファニー
ჟოზეფ პიტონ დე ტურნეფორი	ジョゼフ・ピトン・トゥルヌフォール
როჯერ მორტიმერი	ロジャー・モーティマー (初代マーチ伯)
ჯეფ ლინდზი	ジェフ・リンジー
კორეი	孝霊天皇
სტივენ რი	スティーヴン・レイ
რიჩარდ ჯენკინსი	リチャード・ジェンキンス
დიეგო ლუნა	ディエゴ・ルナ
თორისმონდი	トリスムンド
დიეგო ალვესი	ジエゴ・アウヴェス
ტრევორ ჰორნი	トレヴァー・ホーン
ჯეიმზ ლაფერტი	ジェームズ・ラファティ
პოლ როჯერსი	ポール・ロジャース
აღმოსავლეთით ზეწოლა	東方への衝動
ნიკი ზიმლინგი	ニキ・ジムリング
ანტონიო ბარაგანი	アントニオ・バラガン
ჯონ ჰემი	ジョン・ハム (俳優)
მარკ ჯეკობსი	マーク・ジェイコブス
მარკ მუნიესა	マルク・ムニエッサ
ლასე შონე	ラセ・シェーネ
ბრიტანიკუსი	ブリタンニクス
ლუის კარერო ბლანკო	ルイス・カレーロ・ブランコ
ნინტოკუ	仁徳天皇
ადად-ნირარი III	アダド・ニラリ3世
კლაუდიო ბრავო	クラウディオ・ブラーボ
იან ვერტონგენი	ヤン・フェルトンゲン
პიეტრო დ’აბანო	アバノのピエトロ
იასმინა ხადრა	ヤスミナ・カドラ
ახაზია (ისრაელი)	アハズヤ (イスラエル王)
ახაზია (იუდეა)	アハズヤ (ユダ王)
ბააშა	バシャ
ამელ-მარდუქი	アメル・マルドゥク
ამაცია	アマツヤ
ალფა უმარ კონარე	アルファ・ウマル・コナレ
მოდიბო კეიტა	モディボ・ケイタ
მუსა ტრაორე	ムーサ・トラオレ
ელ გრინი	アル・グリーン
ჰენრი უილსონი	ヘンリー・ウィルソン
რომელუ ლუკაკუ	ロメル・ルカク
სუიძეი	綏靖天皇
ანეი	安寧天皇
პრუტის სამშვიდობო ხელშეკრულება	プルト条約
ვლადისლავ არძინბა	ウラジスラフ・アルジンバ
ალექსანდრე ანქვაბი	アレクサンドル・アンクヴァブ
ფაჰრი კორუთურქი	ファフリ・コルテュルク
ალექსანდრ დესპლა	アレクサンドル・デスプラ
ჯონა ჰილი	ジョナ・ヒル
ასა	アサ (ユダ王)
გაიუსი	ガイウス (法学者)
ზელიმხან იანდარბიევი	ゼリムハン・ヤンダルビエフ
ევანდერ ჰოლიფილდი	イベンダー・ホリフィールド
ჯოზეფ მორგანი (მსახიობი)	ジョセフ・モーガン
სტივენ დალდრი	スティーブン・ダルドリー
კრის ვეინსი	クリス・ヴァンス
ლაიონელ ჰემპტონი	ライオネル・ハンプトン
ფელის ჯიმონდი	フェリーチェ・ジモンディ
უილიამ სმითი	ウィリアム・スミス (地質学者)
სიგერიხი	シゲリック
პედრო ანტონიო დე ალარკონი	ペドロ・アントニオ・デ・アラルコン
მალკოლმ არნოლდი	マルコム・アーノルド
ჰანო დიდი	大ハンノ
შარლ გარნიე	シャルル・ガルニエ
ალეგზანდერ პეინი	アレクサンダー・ペイン
ვანილა აისი	ヴァニラ・アイス
უილიამ სიდისი	ウィリアム・ジェイムズ・サイディズ
ტრიკი (მუსიკოსი)	トリッキー
გატუნი	ガトゥン湖
რონ მაკგოვნი	ロン・マクガヴニー
ბილი კრუდაპი	ビリー・クラダップ
ტომი ბოლინი	トミー・ボーリン
ჰიერონ II	ヒエロン2世
ლუი რილი	ルイ・リエル
დენიელ პაუტერი	ダニエル・パウター
ჯეისონ შვარცმანი	ジェイソン・シュワルツマン
ქანაან ბანანა	カナーン・バナナ
არქიდამე II	アルキダモス2世
ოგიუსტ ესკოფიე	オーギュスト・エスコフィエ
ჯონ ანდერსონი	ジョン・アンダーソン (音楽家)
Humanity: Hour I	蠍団の警鐘 ヒューマニティー:アワーI
World Wide Live	ワールド・ワイド・ライヴ
Sting in the Tail	蠍団とどめの一撃
გლაიხშალტუნგი	強制的同一化
ლუი იელმსლევი	ルイス・イェルムスレウ
ხორხე ბურუჩაგა	ホルヘ・ブルチャガ
Everything but the Girl	エヴリシング・バット・ザ・ガール
დინ კეინი	ディーン・ケイン
