ཨ་ཧྥེ་རི་ཁ།	アフリカ
བོན།	ボン教
པའོ་ཨན་མི།	バオアン族
སྤྱི་ལེ།	キロメートル
ཁྲི་པི་གཡུལ་འགྱེད།	赤壁の戦い
ཧ་ཝ།	イヴ
དུས་འཁོར།	時輪タントラ
གཡོག་མོ།	メイド
ཨ་ལའེ་ཞི་ཡ།	アレシア
མོན་པ།	メンパ族
ཆའང་མི།	チャン族
གེ་སར་རྒྱལ་པོ།	ケサル王伝
དབའ་མི།	ワ族
པུ་ཁེཊ་གྲོང་ཁྱེར​།	テーサバーンナコーン・プーケット
ཁེ་ནཱན་ནི་ཨེ་ནོ་ཟི་ཞེས་བྱ་བའི་བུ།	カイナン
མེ་རི་ན་མི།	メリナ人
Wylie	ワイリー方式
ཡོ་གའི་སྒོམ་སྒྲུབ་ཉམས་ལེན་སློབ་གྲྭ།	瑜伽行唯識学派
རྒྱ་ནག་གི་ནང་ཆོས།	中国の仏教
རྙིང་མ་པ།	ニンマ派
རྫོགས་ཆེན།	ゾクチェン
ཨ་ཁྲང་མི།	アチャン族
སྐུ་སྲུང་།	ボディーガード
གད། (གསུང་རབ།)	ガド
ཧོར་མི།	トゥ族
སྤྲེའུ་ཨཱ་ཧ།	チベットマカク
མཐོ་དམན་གདང་།	段違い平行棒
སྨན་བླ།	薬師如来
མདོག་འགྱུར་རྩངས་པ།	アノールトカゲ科
སླང་གཟུགས་སྒག་ཆས།	ドラムブレーキ
ཧྲའོ་ལིན་དྲག་རྩལ།	少林拳
རིན་ཆེན་འབྱུང་གནས།	宝生如来
ཧྲུའེ་མི།	スイ族
ཀོ་ལའོ་མི།	コーラオ族
ཅིང་ཕོ་མི།	チンプオ族
ལྷོ་པ།	ローバ族
ལི་སུའུ་མི།	リス族
འབྲི་རུ་རྫོང་།	ビル県
མའོ་ནན་མི།	マオナン族
ནུའུ་མི།	ヌー族
མུའུ་ལའོ་མི།	ムーラオ族
ཀུན་ཏུ་བཟང་པོ།	普賢菩薩
པེ་ཅིང་རྒྱུད་གཉིས།	京胡
མཚོ་ནུབ་སོག་རིགས་དང་བོད་རིགས་རང་སྐྱོང་ཁུལ་	海西モンゴル族チベット族自治州
ཉག་ཆུ་	雅ロウ江
གླང་ཆེན་དཀར་པོ།	白象 (動物)
ཕྱེ་ལེབ་རོལ་ཆས།	揚琴
ཕུ་འུ་སྨི་མི།	プミ族
བཀྲ་ཤིས་ལྷུན་པོ་དགོན།	タシルンポ寺
ལྷ་མོ་སྒྱུ་འཕྲུལ་མ།	摩耶夫人
ཏེ་ཨང་མི།	トーアン族
པུའུ་ལང་མི།	プーラン族
བཙན་པོ་རིམ་བྱོན་གྱི་མཚན་བྱང་།	吐蕃王朝の国王一覧
འདྲེ་ཚེར་མ།	クコ属
སྤོ་མེས་རྫོང་།	ポメ県
༥༡ (གྲངས་ཀ།)	51
འབར་ཁང་།	燃焼室
མ་ཧཱ་གཱ་ལ།	マハーカーラ
བོད་ཀྱི་ཟ་ཆ།	チベット料理
མཚུར་བུ་དགོན།	ツルプ寺
ཡཱ་རིད། (གསུང་རབ།)	ヤレド
དགའ་ལྡན་དགོན།	ガンデン寺
མཱུན་སི། (ཨིན་ཌི་ཡཱ་ན།)	マンシー (インディアナ州)
རྒྱལ་པོ་དང་བྱིའུ།	王と鳥
རྒྱལ་རྩེ་རྫོང་།	ギャンツェ県
ཁང་དམར་རྫོང་།	カンマル県
ལུའུ་ཡུས།	陸羽
དབུགས་མདོང་སྒྲོམ་གཞི།	シリンダーブロック
དམག་འཐབ་གྲུ་གཟིངས།	海戦ゲーム
སྤྱི་འཁོར་སྒུག་ཁང་།	バス停留所
སྨན་གླིང་རྫོང་།	メンリン県
ཐའོ་ཧུང་ཅིན།	陶弘景
ས་ཀྱ་པཎ་ཌི་ཏ།	サキャ・パンディタ
མ་སྐྱེས་དགྲ།	ユディシュティラ
ཇ་སྲུབ་མ།	バター茶
སྤང་།	草原
སྤུ་ཧྲེང་རྫོང་།	プラン県
ཆབ་མདོ་ས་ཁུལ།	チャムド市
མཚོ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ།	海南チベット族自治州
སྟོད་ལུང་བདེ་ཆེན་རྫོང༌།	トゥールン・デチェン県
རྔ་བ་བོད་རིགས་ཆ་བ༹ང་རིགས་རང་སྐྱོང་ཁུལ་	アバ・チベット族チャン族自治州
ནག་ཆུ་ས་ཁུལ།	ナクチュ地区
དཀར་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ་	甘南チベット族自治州
ཉིང་ཁྲི་ས་ཁུལ	ニンティ地区
སྟག་རྩེ་རྫོང་།	タクツェ県
གཏེར་ལེན་ཁ་	デリンハ市
ཡུལ་ཤུལ་རྫོང།	玉樹市
རི་བོ་ཆེ་རྫོང་།	リウォチェ県
སོག་རྫོང་།	ソク県
ཁྲིན་ཀོན་ཆུས།	城関区 (ラサ市)
དིང་རི་རྫོང་།	ティンリ県
ལྷ་རི་རྫོང་།	ラリ県
ཤན་རྩ་རྫོང་།	シェンザ県
རྨ་ཆེན་རྫོང་།	瑪沁県
འཇོ་མདའ་རྫོང་།	ジョムダ県
ནག་ཆུ་རྫོང་།	ナクチュ県
ལྷོ་རོང་རྫོང་།	ロロン県
ངམ་རིང་རྫོང་།	ガムリン県
གཉན་རོང་རྫོང་།	ニェンロン県
སྦྲ་ཆེན་རྫོང་།	バチェン県
ཉི་མ་རྫོང་།	ニマ県
གོ་འཇོ་རྫོང་།	ゴンジョ県
གམ་པ་རྫོང་།	ガムパ県
རྣམ་གླིང་རྫོང་།	ナムリン県
སྒར་རྫོང་།	ガル県
སྐ་ཁོག	夏河県
ཀོང་པོ་རྒྱ་མདའ་རྫོང་།	コンボギャムダ県
རུ་ཐོག་རྫོང་།	ルトク県
གཉའ་ལམ་རྫོང་།	ニャラム県
གྲོ་མོ་རྫོང༌།	ドモ県
མེ་ཏོག་རྫོང་།	メトク県
ཤར་ལི་ཨེཕ་དོ།	シャルリー・エブド
མཚོ་ཁྱི།	オットセイ
ཞི་པོ་མི།	シベ族
ཧྲན་ཧའེ་ཀོན།	山海関
ཅི་ནུའོ་མི།	ジーヌオ族
ཨའི་ཧ་ནེ་ད།	羽田あい
དེ་བཞིན་གཤེགས་པ།	如来
ཀྲོའུ་ཝུའུ་ཝང་།	武王 (周)
ལུའུ་ཀྲི་ཧྲེན།	魯智深
ཨ་ཀོའོ་འར་སྐད་ཡིག་སློབ་གྲྭ།	アコール言語学校
ཐཱན༦༠	バックミンスターフラーレン
ཧན་ཧྥེ་ཙི།	韓非子
ཆགས་སྦྱོར་དང་ཁྲིམས།	性犯罪
རྒྱལ་མོ་རྔུལ་ཆུ	大渡河
ཝ་ཡང་ཟློས་གར་ཁང་།	ワヤン・クリ
ཁི་ནོ་ཏོ་མོ་ནོ་རི།	紀友則
མཚོ་སམད་རྫོང་།	ツォメ県
མཚོ་སྣ་རྫོང་།	ツォナ県
ཚལ་ཐོ།	野菜の一覧
སྲུབ་གདུབ།	ピストンリング
མཁའ་འགྲོ།	荼枳尼天
མཚོ་ཆེན་རྫོང་།	ツォチェン県
ཨོ་པེད། (གསུང་རབ།)	オベデ
ལིན་ཁྲུང་།	林冲
རྩམ་པ།	ツァンパ
ཕུལ་ཅི་ནེལ་ལ།	プルチネッラ
སྒྲ་མཚོན་ཡི་གེ།	表音文字
ཀྲུའུ་པའ་ཅེད།	猪八戒
སྒྲ་སྙུང་ཆས།	マフラー (原動機)
ཆུ་འབྲུམ།	ショクヨウガヤツリ
ཐབ་སི་ཐུང་།	譚嗣同
ཡུའེ་དབྱང་ཐོག་ཁང་།	岳陽楼
ཧྲའ་ཝུའུ་ཅིང་།	沙悟浄
རོང་བྲག།	丹巴県
འོད་ཟེར་	ツェリン・オーセル
སྐྱིད་གྲོང་རྫོང་།	キドン県
ཧའེ་ཡན་	海晏県
སྡེ་དགེ	徳格県
ལྷ་རྩེ་རྫོང་།	ラツェ県
ནང་ཆེན།	嚢謙県
གཞིས་ཀ་རྩེ་ས་ཁུལ།	シガツェ市
མོ་ནད་ཚན་ཁག་གི་མཁས་པ།	婦人科学
གདིང་སྐྱེས་རྫོང་།	ディンキェ県
མར་མེ་མཛད།	燃燈仏
རྡོར་རྗེ་བྲག་དགོན།	ドルジェタク寺
རུའེ།	ラー
མཛོ།	ゾ
སྡེ་རོང་།	得栄県
ཝང་པོ།	王勃
གོང་དཀར་རྫོང་།	ゴンカル県
མོག་དཀར།	シロキクラゲ
ཧིང་ཧྲན་རི་བོ།	恒山
ཁྲུར་སི་ཐན་དང་ཨེ་སོལ་རྡེ། (ཝ་རྒི་ནར།)	トリスタンとイゾルデ (楽劇)
རྡོ་རྗེ་འཇིགས་བྱེད།	大威徳明王
གཅན་ཚ།	尖扎県
རྒྱ་ཚ་རྫོང་།	ギャツァ県
ལྷོ་བྲག་རྫོང་།	ロダク県
ས་སྐྱ་རྫོང་།	サキャ県
འཕྱོངས་རྒྱས་རྫོང་།	チョンギェー県
གཙོས་གྲོང་ཁྱིར།	合作市
དགེ་རྒྱས་རྫོང་།	ゲギェ県
སྣེ་གདོང་རྫོང་།	ネドン県
ཐུང་རེན་	同仁県
དཔྱིད་ཚུགས།	立春
ཁྱུང་མཆུ་	紅原県
སྣང་རྫོང་།	ナン県
ཆར་འབབ།	雨水
ཟངས་རི་རྫོང་།	サンリ県
བཞད་མཐོང་སྨོན་རྫོང་།	シェートンムン県
ཐེ་བོ།	テウォ県
ཕྱག་ན་རྡོ་རྗེ།	執金剛神
ཁྲི་སྙན་ས་ལེ།	ゴーラル属
ཧ་ཇི་མེ་ཏ་ན་ཕེ།	田邊元
ལྷ་བསང་ཏུ།	秘密集会タントラ
ཧྥ་རན།	フラン (通貨)
Category:འཇར་མན།	Category:ドイツ
Category:ཨི་ཏ་ལི།	Category:イタリア
Category:ཨ་མེ་རི་ཁ་རྒྱལ་ཕྲན་མཉམ་འབྲེལ་རྒྱལ་ཁབ།	Category:アメリカ合衆国
Category:ཨུ་རུ་སུ།	Category:ロシア
Category:ཁ་ན་ཌ།	Category:カナダ
Category:དབྱིན་ཇི་མཉམ་འབྲེལ།	Category:イギリス
Category:ཞི་པན་ཡ།	Category:スペイン
Category:རྒྱ་ནག	Category:中国
Category:རི་པིན།	Category:日本
Category:ཨོ་སེ་ཐེ་ལི་ཡ།	Category:オーストラリア
Category:མེག་སི་ཀོ།	Category:メキシコ
Category:རྒྱ་གར།	Category:インド
Category:སའུ་དི་ཨ་ར་པི་ཡ།	Category:サウジアラビア
Category:ཨི་སི་ར་ཨེལ།	Category:イスラエル
Category:ཝ་ཏི་ཀན།	Category:バチカン
Category:ལྷོ་ཨ་ཧྥེ་རི་ཁ།	Category:南アフリカ共和国
Category:ཨའི་ཅི།	Category:エジプト
Category:ཡི་ལང་།	Category:イラン
Category:ནིའུ་ཛི་ལེན་ཌི།	Category:ニュージーランド
Category:ཨར་ཇེན་ཊི་ན།	Category:アルゼンチン
བསམ་ཡས་དགོན།	サムイェー寺
Category:ཨ་ཧྥུའུ་རྒན་སི་ཐན།	Category:アフガニスタン
Category:ཨཱལ་ཇི་རི་ཡ།	Category:アルジェリア
Category:ཨ་སུ་ཊ་རི་ཡ།	Category:オーストリア
Category:བྷང་ལ་རྡེ་ཤུ།	Category:バングラデシュ
Category:ཀོང་གོ་མི་དམངས་དམངས་གཙོ།	Category:コンゴ民主共和国
Category:ཨི་ཐི་ཨོ་པི་ཡ།	Category:エチオピア
Category:ཨིན་རྡུ་ནི་ཤིས་ཡ།	Category:インドネシア
Category:ཧོ་ལན།	Category:オランダ
Category:ནི་ཇི་རི་ཡ།	Category:ナイジェリア
Category:པ་ཀི་སི་སྟན།	Category:パキスタン
Category:ཕོ་ལན།	Category:ポーランド
Category:པོ་ཅུ་གྷལ།	Category:ポルトガル
Category:ལྷོ་ཀོ་རི་ཡ།	Category:大韓民国
Category:སུད་སི།	Category:スイス
Category:ཏན་ཛ་ནི་ཡ།	Category:タンザニア
Category:ཐའེ་གོ	Category:タイ王国
Category:ཨུཀ་རཡི་ནི།	Category:ウクライナ
Category:ཝི་ཏི་ནམ།	Category:ベトナム
Category:འུ་འཐུང་སྲོག་ཆགས།	Category:哺乳類
Category:བྱ།	Category:鳥類
Category:དངོས་ཁམས་རིག་པ།	Category:物理学
Category:རང་བྱུང་གི་ཚན་རིག	Category:自然科学
Category:སྐྱེས་དངོས་རིག་པ།	Category:生物学
Category:རྫས་འགྱུར་རིག་པ།	Category:化学
Category:ལོ་རྒྱུས།	Category:歴史
Category:ས་ཁམས།	Category:地理
Category:ཆོས་ལུགས།	Category:宗教
Category:ལུས་རྩལ་སྐོར།	Category:スポーツ
Category:ཚན་རིག	Category:科学
Category:མཉམ་འབྲེལ་རྒྱལ་ཚོགས།	Category:国際連合
Category:གློག་བརྙན།	Category:映画
Category:སྤེལ་རེས།	Category:通信
Category:སའི་གོ་ལ།	Category:地球
ཤིང་ཉ།	木魚
རྟ་མགྲིན།	馬頭観音
སའི་ཧོ་ཇི།	西芳寺
ས་སྐྱ་དགོན།	サキャ寺
སྨོན་གྲོལ་གླིང་དགོན།	ミンドルリン寺
སྐམ་པ་མཆུ་རྣོ།	ラジオペンチ
རྒྱ་གར་གྱི་ཆོས་ལུགས།	インドの宗教
ཇོ་ནང་པ།	ジョナン派
བང་སྒྱུར་ཡུ་བ།	シフトレバーの配置
ནབ་ཏ་ལིྰ།	ナフタリ
སི་མེ་ཡོན། (གསུང་རབ།)	シメオン (ヤコブの子)
གནས་ཆུང་དགོན།	ネチュン寺
ལུང་སྟོན་མ་ཨན་ནཱ།	アンナ (預言者)
ཨ་ཤེར།	アシェル
ཧྲི་ནའེ་ཨེན།	施耐庵
སྐུ་འབུམ་དགོན།	クンブム・チャンパーリン寺
བླ་བྲང་དགོན།	ラプラン寺
ཀེའུ་ཙོང་།	リーキ
ཆོས་ལུགས་བར་གྱི་དམག་འཁྲུག	宗教戦争
མ་བཅུག་པར་ཆགས་སྦྱོར་བྱེད་ཚུལ།	ペッティング
ར་མོ་ཆེ།	ラモチェ寺
ཆུ་སྲིན།	クジラ
གྲོང་ཁྱེར་ཆེན་པོར།	都市圏
གསར་འགོད་པ།	ジャーナリスト
མ་གོག (གསུང་རབ།)	マゴグ
Category:མཚན་ཉིད་རིག་པ།	Category:哲学
Category:སེམས་ཁམས་རིག་པ།	Category:心理学
Category:ནང་པ་སངས་རྒྱས་ཆོས་ལུགས།	Category:仏教
Category:ཡེ་ཤུའི་ཆོས་ལུགས།	Category:キリスト教
Category:ཧིན་ཏུའི་ཆོས་ལུགས།	Category:ヒンドゥー教
Category:དབྱི་སི་ལམ་ཆོས་ལུགས།	Category:イスラム教
དཔལ་སྤུངས་དགོན།	パポンカ寺
བྱ་རྒོད།	鷲
རྒྱ་གླིང་།	チャルメラ
སྨྱུག་རྩ།	タケノコ
རྡོ་རྗེ་སེམས་དཔའ།	金剛薩た
ཀ་ནོ་ཧོ་ཁའི།	狩野芳崖
སྟར་ཤིང་།	クルミ
ཐོའུ་ཅ།	トゥチャ諸語
ཤིན་གོ་ཨ་ར་ཁི།	荒木伸吾
ཡི་ལང་གི་སྒྱུ་རྩལ།	イランの芸術
ཚ་ལུ་མའི་མདོག་གི	檸檬色
གོ་སྙོད་ཟུར་བརྒྱད།	トウシキミ
