អាហ្វ្រិក	アフリカ
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអាល្លឺម៉ងខាងកើត	Template:Country data West Germany
ទំព័រគំរូ:Region history	Template:Region history
ទំព័រគំរូ:Lang-ru	Template:Lang-ru
វិគីភីឌា:Welcoming committee	Wikipedia:あいさつ同好会
ទំព័រគំរូ:Br separated entries	Template:Br separated entries
ទំព័រគំរូ:Infobox saint	Template:Infobox 聖人
ទំព័រគំរូ:URL	Template:URL
ទំព័រគំរូ:Hidden end	Template:Hidden end
ទំព័រគំរូ:ណែនាំ	Template:Aimai
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហុងកុង	Template:Country data Hong Kong
ទំព័រគំរូ:No	Template:中止
ទំព័រគំរូ:Tick	Template:レ
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ ប្រអប់ព័ត៌មាន	Category:基礎情報テンプレート
ចំណាត់ថ្នាក់ក្រុម:Lists of flags	Category:旗の一覧
ទំព័រគំរូ:ទិន្នន័យប្រទេស Nazi Germany	Template:Country data Nazi Germany
ទំព័រគំរូ:Select skin	Template:Selectskin
ទំព័រគំរូ:Plainlist	Template:Plainlist
ចំណាត់ថ្នាក់ក្រុម:ហិរញ្ញវត្ថុសាធារណៈ	Category:財政
ចំណាត់ថ្នាក់ក្រុម:អ្នកថតរូប	Category:写真
ទំព័រគំរូ:Para	Template:Para
ទំព័រគំរូ:Partial	Template:Partial
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធា	Category:軍用機
ទំព័រគំរូ:Legend inline	Template:Legend inline
ទំព័រគំរូ:Death year and age	Template:Death year and age
ទំព័រគំរូ:LAO	Template:LAO
ទំព័រគំរូ:User zh-min-nan	Template:User zh-min-nan
ទំព័រគំរូ:User zh-min-nan-1	Template:User zh-min-nan-1
ទំព័រគំរូ:GRC	Template:GRC
ទំព័រគំរូ:PRT	Template:PRT
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសបង់ក្លាដែស្ស	Template:BGD
ទំព័រគំរូ:States of Austria	Template:オーストリアの地方行政区画
ទំព័រគំរូ:Order of magnitude	Template:Ordomag
ទំព័រគំរូ:Category see also	Template:Category see also
ទំព័រគំរូ:Tlf	Template:Tlf
ទំព័រគំរូ:For	Template:For
ទំព័រគំរូ:Ifsubst	Template:Ifsubst
ទំព័រគំរូ:X mark-n	Template:X mark-n
ទំព័រគំរូ:Check mark-n	Template:Check mark-n
ទំព័រគំរូ:Sec link image	Template:Sec link image
ទំព័រគំរូ:Lower	Template:Lower
ទំព័រគំរូ:Voidd	Template:Voidd
ទំព័រគំរូ:Caution	Template:注意
ទំព័រគំរូ:Osmrelation	Template:Osmrelation
ទំព័រគំរូ:Science	Template:科学
ទំព័រគំរូ:ISOCALENDAR	Template:ISOCALENDAR
ចំណាត់ថ្នាក់ក្រុម:អង្គការមិនរកប្រាក់កំរៃ	Category:非営利組織
ទំព័រគំរូ:High-risk	Template:使用箇所の多いテンプレート
ទំព័រគំរូ:Lang-uk	Template:Lang-uk
ទំព័រគំរូ:KHM	Template:KHM
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អង្គការ	Template:Infobox 組織
ទំព័រគំរូ:MNE	Template:MNE
ទំព័រគំរូ:Category TOC	Template:CategoryTOC
ទំព័រគំរូ:Resize	Template:Resize
ទំព័រគំរូ:IPA-fr	Template:IPA-fr
ទំព័រគំរូ:Fix	Template:Fix
ទំព័រគំរូ:Lang-nl	Template:Lang-nl
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសមីយ៉ាន់ម៉ា	Template:MMR
ទំព័រគំរូ:Lang-id	Template:Lang-id
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងត្បូង	Template:KOR
ទំព័រគំរូ:EMedicine2	Template:EMedicine2
ទំព័រគំរូ:Tn	Template:Tn
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាតារ	Template:Country data Qatar
ទំព័រគំរូ:User it-2	Template:User it-2
ទំព័រគំរូ:Val	Template:Val
ទំព័រគំរូ:Lang-fr	Template:Lang-fr
ទំព័រគំរូ:មេកានិចក្លាស់សិច	Template:古典力学
ទំព័រគំរូ:Superimpose	Template:Superimpose
ទំព័រគំរូ:FRA	Template:FRA
ទំព័រគំរូ:Age	Template:年数
ទំព័រគំរូ:Wrap	Template:Wrap
ទំព័រគំរូ:Flagicon image	Template:Flagicon image
ទំព័រគំរូ:Pending	Template:Pending
ទំព័រគំរូ:Infobox person	Template:Infobox 人物
ទំព័រគំរូ:?	Template:?
ទំព័រគំរូ:Concat	Template:Concat
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអ៊ីស្រាអែល	Template:Country data Israel
ទំព័រគំរូ:Number table sorting	Template:Nts
ទំព័រគំរូ:List of European capitals by region	Template:ヨーロッパの首都
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូឡុំប៊ី	Template:Country data Colombia
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសប៉ាគីស្ថាន	Template:Country data Pakistan
ទំព័រគំរូ:ទិន្នន័យប្រទេស Ghana	Template:Country data Ghana
ទំព័រគំរូ:ទិន្នន័យប្រទេស កូរ៉េខាងត្បូង	Template:Country data South Korea
ទំព័រគំរូ:CIA World Factbook	Template:CIA World Factbook
ទំព័រគំរូ:Legend-line	Template:Legend-line
ចំណាត់ថ្នាក់ក្រុម:ព្រះមហាក្សត្រខ្មែរ	Category:カンボジアの君主
ទំព័រគំរូ:Election table	Template:Electiontable
ទំព័រគំរូ:Coord	Template:Coord
ទំព័រគំរូ:POV	Template:観点
ទំព័រគំរូ:Citation/make link	Template:Link
ចំណាត់ថ្នាក់ក្រុម:20th-century births	Category:20世紀生
ទំព័រគំរូ:Dmoz	Template:Dmoz
ចំណាត់ថ្នាក់ក្រុម:ពហុកោណ	Category:多角形
ទំព័រគំរូ:Fide	Template:Fide
ទំព័រគំរូ:User lb-1	Template:User lb-1
ទំព័រគំរូ:Dated maintenance category	Template:DMC
ទំព័រគំរូ:User fr-4	Template:User fr-4
ទំព័រគំរូ:អាស៊ីហ្គេម	Template:アジア競技大会
ទំព័រគំរូ:User la-1	Template:User la-1
ទំព័រគំរូ:ហិរញ្ញវត្ថុសាធារណៈ	Template:財政
ទំព័រគំរូ:ទិន្នន័យប្រទេស បារ៉ែន	Template:Country data Bahrain
ទំព័រគំរូ:ព្រះពុទ្ធសាសនា	Template:Buddhism
ទំព័រគំរូ:Biology-stub	Template:Biosci-stub
ទំព័រគំរូ:អេឡិចត្រូម៉ាញ៉េទិច	Template:電磁気学
ចំណាត់ថ្នាក់ក្រុម:ឯកសារអំពី ទំព័រគំរូ	Category:テンプレート文書
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ អំពីកម្ពុជា	Category:カンボジア関連のスタブ項目
ចំណាត់ថ្នាក់ក្រុម:User et	Category:User et
ចំណាត់ថ្នាក់ក្រុម:User fr	Category:User fr
ចំណាត់ថ្នាក់ក្រុម:User id	Category:User id
ចំណាត់ថ្នាក់ក្រុម:User ja	Category:User ja
ចំណាត់ថ្នាក់ក្រុម:User km	Category:User km
ចំណាត់ថ្នាក់ក្រុម:User la	Category:User la
ចំណាត់ថ្នាក់ក្រុម:User li	Category:User li
ចំណាត់ថ្នាក់ក្រុម:User sv	Category:User sv
ចំណាត់ថ្នាក់ក្រុម:User th	Category:User th
ចំណាត់ថ្នាក់ក្រុម:User fr-3	Category:User fr-3
ចំណាត់ថ្នាក់ក្រុម:User it-3	Category:User it-3
ចំណាត់ថ្នាក់ក្រុម:User ja-3	Category:User ja-3
ចំណាត់ថ្នាក់ក្រុម:User tr-3	Category:User tr-3
ចំណាត់ថ្នាក់ក្រុម:User et-1	Category:User et-1
ចំណាត់ថ្នាក់ក្រុម:User li-1	Category:User li-1
ចំណាត់ថ្នាក់ក្រុម:User nl-1	Category:User nl-1
ចំណាត់ថ្នាក់ក្រុម:User tr-1	Category:User tr-1
ចំណាត់ថ្នាក់ក្រុម:User ko-4	Category:User ko-4
ចំណាត់ថ្នាក់ក្រុម:User fr-4	Category:User fr-4
ចំណាត់ថ្នាក់ក្រុម:User it-4	Category:User it-4
ចំណាត់ថ្នាក់ក្រុម:User fr-2	Category:User fr-2
ចំណាត់ថ្នាក់ក្រុម:User it-2	Category:User it-2
ចំណាត់ថ្នាក់ក្រុម:User ja-2	Category:User ja-2
ចំណាត់ថ្នាក់ក្រុម:User la-2	Category:User la-2
ចំណាត់ថ្នាក់ក្រុម:User tr-2	Category:User tr-2
ចំណាត់ថ្នាក់ក្រុម:User fr-N	Category:User fr-N
ចំណាត់ថ្នាក់ក្រុម:User it-N	Category:User it-N
ចំណាត់ថ្នាក់ក្រុម:User nl-N	Category:User nl-N
ចំណាត់ថ្នាក់ក្រុម:User ru-N	Category:User ru-N
ចំណាត់ថ្នាក់ក្រុម:កំសាន្ត	Category:娯楽
ទំព័រគំរូ:Sister-inline	Template:Sister-inline
ទំព័រគំរូ:User Google	Template:User Google
ចំណាត់ថ្នាក់ក្រុម:Image insertion templates	Category:画像挿入テンプレート
ទំព័រគំរូ:IncreaseNegative	Template:IncreaseNegative
ទំព័រគំរូ:Beta	Template:Beta
ចំណាត់ថ្នាក់ក្រុម:User af	Category:User af
ចំណាត់ថ្នាក់ក្រុម:User af-1	Category:User af-1
ចំណាត់ថ្នាក់ក្រុម:User bar	Category:User bar
ចំណាត់ថ្នាក់ក្រុម:User bar-1	Category:User bar-1
ចំណាត់ថ្នាក់ក្រុម:កោះ	Category:島
ចំណាត់ថ្នាក់ក្រុម:User de	Category:User de
ទំព័រគំរូ:Calendar	Template:年間カレンダー
ចំណាត់ថ្នាក់ក្រុម:User de-2	Category:User de-2
ចំណាត់ថ្នាក់ក្រុម:User de-3	Category:User de-3
ចំណាត់ថ្នាក់ក្រុម:User de-4	Category:User de-4
ចំណាត់ថ្នាក់ក្រុម:User de-N	Category:User de-N
ចំណាត់ថ្នាក់ក្រុម:User el	Category:User el
ចំណាត់ថ្នាក់ក្រុម:User en-3	Category:User en-3
ចំណាត់ថ្នាក់ក្រុម:User en-N	Category:User en-N
ចំណាត់ថ្នាក់ក្រុម:User es	Category:User es
ចំណាត់ថ្នាក់ក្រុម:User es-1	Category:User es-1
ចំណាត់ថ្នាក់ក្រុម:User es-2	Category:User es-2
ចំណាត់ថ្នាក់ក្រុម:User es-4	Category:User es-4
ចំណាត់ថ្នាក់ក្រុម:User es-N	Category:User es-N
ចំណាត់ថ្នាក់ក្រុម:User fi	Category:User fi
ចំណាត់ថ្នាក់ក្រុម:User fi-N	Category:User fi-N
ទំព័រគំរូ:N/a	Template:N/a
