Aphrika	アフリカ
Barry Gibb	バリー・ギブ
Maurice Gibb	モーリス・ギブ
Hipólito Yrigoyen	イポリト・イリゴージェン
Hassan Gouled Aptidon	ハッサン・グレド・アプティドン
François Tombalbaye	フランソワ・トンバルバイ
Adolfo Bioy	アドルフォ・ビオイ＝カサーレス
Somchai Wongsawat	ソムチャーイ・ウォンサワット
Ahmadou Ahidjo	アマドゥ・アヒジョ
Emil Constantinescu	エミル・コンスタンティネスク
Nur Mohammad Taraki	ヌール・ムハンマド・タラキー
Djalma Santos	ジャウマ・サントス
A Perfect Circle	ア・パーフェクト・サークル
Wiruchu	ナミチスイコウモリ
Badlands mamallaqta parki	バッドランズ国立公園
Rod Taylor	ロッド・テイラー
James Gandolfini	ジェームズ・ギャンドルフィーニ
Ch'uru	カタツムリ
Jürgen Kohler	ユルゲン・コーラー
Ryutaro Hashimoto	橋本龍太郎
Paysandú	パイサンドゥー
Guillermo Stábile	ギジェルモ・スタービレ
Mario Yepes	マリオ・ジェペス
Emilio Salgari	エミリオ・サルガーリ
Aixin-Jueluo Fulin	順治帝
Diego Velázquez de Cuéllar	ディエゴ・ベラスケス・デ・クエリャル
Dino Merlin	ディノ・メルリン
David Dacko	ダヴィド・ダッコ
Alf Ramsey	アルフ・ラムゼイ
Qarawichka	ジャカランダ属
Ch'uqriyuyu	セイロンベンケイ
Georgios Papandreou	ゲオルギオス・パパンドレウ
José Camacho	ホセ・アントニオ・カマーチョ
Juan Manuel Vargas	フアン・マヌエル・バルガス
Rob Rensenbrink	ロブ・レンセンブリンク
Jean Fouquet	ジャン・フーケ
Teófilo Cubillas	テオフィロ・クビジャス
Tostão	トスタン
Igor Belanov	イーゴリ・ベラノフ
Li Xiannian	李先念
Tupaq Inka Yupanki	トゥパック・インカ・ユパンキ
Júnior	レオヴェジウド・リンス・ダ・ガマ・ジュニオール
Guadalupe Victoria	グアダルーペ・ビクトリア
Julio María Sanguinetti	フリオ・マリア・サンギネッティ
Juan Velasco Alvarado	フアン・ベラスコ・アルバラード
Wayna Qhapaq	ワイナ・カパック
Juan Manuel de Rosas	フアン・マヌエル・デ・ロサス
António Guterres	アントニオ・グテーレス
Luis Cabral	ルイス・カブラル
Vavá	エジバウド・イジディオ・ネト
Francisco de Miranda	フランシスコ・デ・ミランダ
Mário Zagallo	マリオ・ザガロ
Anton Polster	アントン・ポルスター
Kathuliku	カトリック (概念)
Denílson	デニウソン・デ・オリヴェイラ・アラウージョ
Maurice Couve de Murville	モーリス・クーヴ・ド・ミュルヴィル
Víctor Paz Estenssoro	ビクトル・パス・エステンソロ
Emilio Colombo	エミリオ・コロンボ
José Nasazzi	ホセ・ナサシ
Jared Borgetti	ハレド・ボルヘッティ
Andres Oper	アンドレス・オペル
Falcão	パウロ・ロベルト・ファルカン
Didí	ヴァルディール・ペレイラ
Jan Ceulemans	ヤン・クーレマンス
Franky Van der Elst	フランキー・ヴァン・デル・エルスト
Anastasio Somoza	アナスタシオ・ソモサ・ガルシア
Sylvanus Olympio	シルバヌス・オリンピオ
Carlos Mesa	カルロス・メサ・ヒスベルト
Dawda Jawara	ダウダ・ジャワラ
Eduardo Rodríguez Veltzé	エドゥアルド・ロドリゲス・ベルツェ
Raí	ライー
Dámaso Alonso	ダマソ・アロンソ
Venustiano Carranza	ベヌスティアーノ・カランサ
César Luis Menotti	セサル・ルイス・メノッティ
Valentin Ivanov	ワレンチン・イワノフ
Marius Tresor	マリユス・トレゾール
Enzo Bearzot	エンツォ・ベアルツォット
Maaouya Ould Sid'Ahmed Taya	マーウイヤ・ウルド・シディ・アハメド・タヤ
Louis Riel	ルイ・リエル
Jorge Campos	ホルヘ・カンポス
Hong Myung-Bo	洪明甫
Hamani Diori	アマニ・ディオリ
Dražan Jerković	ドラジャン・イェルコヴィッチ
Hal Holbrook	ハル・ホルブルック
Richard Griffiths	リチャード・グリフィス
Sandro Mazzola	サンドロ・マッツォーラ
Donald Pleasence	ドナルド・プレザンス
Plutarco Elías	プルタルコ・エリアス・カリェス
Genaro	ヤヌアリウス
Luis Monti	ルイス・モンティ
Manuel Belgrano	マヌエル・ベルグラーノ
Miguel Alemán	ミゲル・アレマン
Manuel Avila	マヌエル・アビラ・カマチョ
David Alfaro Siqueiros	ダビッド・アルファロ・シケイロス
José Andrade	ホセ・アンドラーデ
Tupaq Amaru iskay ñiqin	ホセ・ガブリエル・コンドルカンキ
Philibert Tsiranana	フィリベール・ツィラナナ
Moses Malone	モーゼス・マローン
José Maria Eça de Queirós	エッサ・デ・ケイロス
Vladimír Mečiar	ヴラジミール・メチアル
Piruwpa wiñay kawsaynin	ペルーの歴史
Pillpintu tuktuyuq urin rikch'aq ayllu	マメ亜科
José de Anchieta	ジョゼ・デ・アンシエタ
Tukuku	チリーフラミンゴ
Mata-mata	マタマタ
Aixin-Jueluo Yinzhen	雍正帝
Juan Vicente Gómez	フアン・ビセンテ・ゴメス
Héctor Scarone	エクトル・スカローネ
Ricardo Bochini	リカルド・ボチーニ
Bryan Ruiz	ブライアン・ルイス・ゴンサレス
Miguel López de Legazpi	ミゲル・ロペス・デ・レガスピ
Serebro	セレブロ
K'umukuq rimay	屈折語
Chaqna	貨物
Oleh Protasov	オレグ・プロタソフ
Pichqantin Siwilchasqa Runallaqta	文明化五部族
Seo Jae-pil	徐載弼
Souphanouvong	スパーヌウォン
Llut'ana sinta	粘着テープ
Simp'a	組み紐
Cieszyn	チェシン
Abimael Guzmán	アビマエル・グスマン
Linli	キクラゲ
Beja distritu	ベージャ県
Karchi marka	カルチ県
Impapura marka	インバブーラ県
Porto distritu	ポルト県
Trujillo (Ispañapi)	トルヒーリョ (スペイン)
Qumichiy	不妊手術
Q'iwi	脱臼
Chahta	チョクトー
Primo Carnera	プリモ・カルネラ
Braga distritu	ブラガ県
Viana do Castelo distritu	ヴィアナ・ド・カステロ県
Armenia (Quindío)	アルメニア (キンディーオ県)
Gary Barlow	ゲイリー・バーロウ
Tarnowskie Góry	タルノフスキェ・グルィ
Aya p'ampay	埋葬
Maldonado suyu	マルドナド県
Uta	リーシュマニア症
Pacha paqariy riqpa puriynin	朝びらき丸 東の海へ
Victoria llaqta	シウダービクトリア
Qullqi tiyana	銀のいす
Salsa-salsa	ノゲシ
Hatun sach'a allqu	コミミイヌ
Yūji Nakazawa	中澤佑二
Julio César Romero	フリオ・セサール・ロメロ
Ademir	アデミール・マルケス・デ・メネゼス
César Gaviria	セサル・ガビリア
Facundo Cabral	ファクンド・カブラル
José Orozco	ホセ・クレメンテ・オロスコ
Manqu Qhapaq iskay ñiqin	マンコ・インカ・ユパンキ
Omar Torrijos	オマル・トリホス
Juan Alberto Schiaffino	フアン・アルベルト・スキアフィーノ
Sebastián de Belalcázar	セバスティアン・デ・ベラルカサル
René Barrientos Ortuño	レネ・バリエントス・オルトゥーニョ
Jacques Charles	ジャック・シャルル
Francisco Morazán	フランシスコ・モラサン
Machuyay	老化
Atlético Nacional	アトレティコ・ナシオナル
Miskitu	ミスキート族
Johan Ferrier	ヨハン・フェリエール
Utirayay	驚愕
Paquyaq asuka	オタリア
Marakay	マラカイ
Inka Garcilaso de la Vega	インカ・ガルシラーソ・デ・ラ・ベーガ
Hong Xiuquan	洪秀全
Lluchk'ana	すべり台
Kuyuq rikch'a hap'ina	映画用カメラ
Popayán	ポパヤン
Gustavo Gutiérrez	グスタボ・グティエレス
Þingvallavatn	シンクヴァトラヴァトン湖
Fernanda Montenegro	フェルナンダ・モンテネグロ
Wayas marka	グアヤス県
Kañar marka	カニャール県
Esmeraldas marka	エスメラルダス県
José Carlos Mariátegui	ホセ・カルロス・マリアテギ
Omar Rodriguez-Lopez	オマー・ロドリゲス・ロペス
Hubert Maga	ユベール・マガ
Ahmad Tejan Kabbah	アフマド・テジャン・カバー
Võ Văn Kiệt	ヴォー・ヴァン・キエット
Abédi Pelé	アベディ・ペレ
Acadia mamallaqta parki	アーカディア国立公園
Tango	タンゴ
Kururay	発達
Do Muoi	ドー・ムオイ
Guillermo Amor	ギジェルモ・アモール
Moktar Ould Daddah	モクタル・ウルド・ダッダ
Mircea Snegur	ミルチャ・スネグル
Sinru qillqa: Llaqtakuna (Ikwadur)	エクアドルの都市の一覧
Gianpiero Combi	ジャンピエロ・コンビ
Faryd Mondragón	ファリド・モンドラゴン
Alexandre Pétion	アレクサンドル・ペション
Richard Schiff	リチャード・シフ
Edward Mutesa	ムテサ2世
Han Seung-soo	韓昇洙
Michal Kováč	ミハル・コヴァーチ
Victor Mature	ヴィクター・マチュア
Mao Dun	茅盾
Joseph Jenkins Roberts	ジョセフ・ジェンキンス・ロバーツ
Faustino Asprilla	ファウスティーノ・アスプリージャ
Munay	意志
Victor Ikpeba	ヴィクトル・イクペバ
Pedro de Betancur	ペトロ・ド・ベタンクール
Arthur Friedenreich	アルツール・フリーデンライヒ
James Rodríguez	ハメス・ロドリゲス
Bob Pettit	ボブ・ペティット
Keith Mitchell	キース・ミッチェル
Zito	ジョゼ・エリ・デ・ミランダ
Sávio Bortolini	サヴィオ
Bragança distritu	ブラガンサ県
Phukuna	吹き矢
Buliwyap umalliqnin	ボリビアの大統領
Glacier mamallaqta parki (Hukllachasqa Amirika Suyukuna)	グレイシャー国立公園
Yawar ispay	血尿
Yaku wiru	水道管
Hatun sikwanka	オニオオハシ
Sinru qillqa: Llaqtakuna (Piruw)	ペルーの都市の一覧
Chittagong	チッタゴン
Valledupar	バジェドゥパル
José Hernández	ホセ・エルナンデス
Jean-Baptiste Bagaza	ジャン＝バティスト・バガザ
Yawar Waqaq	ヤワル・ワカ
Yang Shangkun	楊尚昆
Inka Ruq'a	インカ・ロカ
Santiago Acasiete	サンティアゴ・アカシエテ
Silvio Rodríguez	シルビオ・ロドリゲス
Wiraqucha Inka	ウィラコチャ
José Cardozo	ホセ・カルドーソ
Nolberto Solano	ノルベルト・ソラーノ
Igor Ivanov	イーゴリ・イワノフ
Li Dazhao	李大ショウ
Hélder Câmara	エルデル・カマラ
José María Morelos	ホセ・マリア・モレーロス
Finidi George	フィニディ・ジョージ
Vila Real distritu	ヴィラ・レアル県
Phan Văn Khải	ファン・ヴァン・カイ
José Bonifácio	ジョゼ・ボニファチオ・デ・アンドラダ
Gonzalo Sánchez de Lozada	ゴンサロ・サンチェス・デ・ロサダ
Ayqichiy	退去強制
Hiki p'anqa	イワヒバ科
Yunka ch'illtu	タマリロ
Leonardo Boff	レオナルド・ボフ
Hinarimana	副詞
Hao Haidong	カク海東
Goh Kun	高建
Kunishige Kamamoto	釜本邦茂
Faas Wilkes	ファース・ヴィルケス
Jonathan Motzfeldt	ヨナタン・モッツフェルト
Suysuna	篩
Arthur Chung	アーサー・チュン
Phaka usa	ケジラミ
Titu Kusi Yupanki	ティトゥ・クシ
Aníbal Troilo	アニバル・トロイロ
Tupaq Wallpa	トゥパック・ワルパ
Sitqa	クロガラシ
Purullku	マグカップ
Piki	ノミ
Ayaya	ベニヘラサギ
Muyusiki	アメリカイソシギ
Manu mamallaqta wari kancha	マヌー国立公園
Quncha	ハラタケ属
Pulinisya rimaykuna	ポリネシア諸語
Barcelona (Winisuyla)	バルセロナ (ベネズエラ)
Millonarios FC	ミジョナリオスFC
Mathiyup qillqasqan	マタイによる福音書
Żory	ジョルィ
Suchisa	エンコミエンダ制
Mallki chakra	アグロフォレストリー
Urin mayuatu	カニクイアライグマ
Aimé Bonpland	エメ・ボンプラン
Bartolomé wat'a	バルトロメ島
Santiago wat'a	サンチャゴ島 (ガラパゴス)
Ephesuyuqkunapaq qillqa	エフェソの信徒への手紙
K'iraw	ベビーベッド
Chila	セクロピア
Siwayru	酢酸銅(II)
Millu	硫酸アルミニウム
Likankawur	リカンカブール山
Pumarapi	ポメラペ山
Jututu	コバシフラミンゴ
Chururu	アンデスフラミンゴ
Yura wira	サラダ油
K'uyu	菫色
Roberto Carlos	ロベルト・カルロス・ダ・シウバ
Llanqha	ピンク
Raramuri	タラフマラ族
Rabah Madjer	ラバー・マジェール
Emmanuel Amuneke	エマニュエル・アムニケ
Villazón	ビリャソン
Võ Chí Công	ヴォー・チ・コン
Víctor Hugo Aristizábal	ビクトル・アリスティサバル
Carlos Bianchi	カルロス・ビアンチ
Ransisku (Tayta Papa)	フランシスコ (ローマ教皇)
Francisco de Paula Santander	フランシスコ・デ・パウラ・サンタンデル
Carlos de Céspedes	カルロス・マヌエル・デ・セスペデス
Muwa	モア
Liu Yandong	劉延東
Giba	ジルベルト・ゴドイフィリョ
CF America	クラブ・アメリカ
Chetumal	チェトゥマル
Lavalleja suyu	ラバジェハ県
Misk'i	甘味
Maiya Plissezkaya	マイヤ・プリセツカヤ
Carazo suyu	カラソ県
Regla Torres	レグラ・トレス
Chanrara mach'aqway	ガラガラヘビ属
Stephen Root	スティーヴン・ルート
Cobi Jones	コビ・ジョーンズ
Puwpu qucha	ポオポ湖
Kuri marka	エル・オロ県
Petén suyu	ペテン県
China wiñay wayna	ヒカゲノカズラ
Piypiri	アナホリフクロウ
Sayri Tupaq	サイリ・トゥパック
Charly García	チャーリー・ガルスィア
Alexis Argüello	アレクシス・アルゲリョ
Andrés de Santa Cruz	アンドレス・デ・サンタ・クルス
Frédéric Cuvier	フレデリック・キュヴィエ
Antonio Alzamendi	アントニオ・アルサメンディ
Ciro Alegría	シーロ・アレグリア
Charanku	チャランゴ
Wankayu	ワンカヨ
Yawar wañusqa	血腫
Punchu	ポンチョ
Jorge Quiroga Ramírez	ホルヘ・キロガ・ラミレス
Tupaq Katari	トゥパク・カタリ
Cipriano Castro	シプリアーノ・カストロ
Arsenio Pastor Erico	アルセニオ・エリコ
Lê Đức Anh	レ・ドゥック・アイン
Julio César Chávez	フリオ・セサール・チャベス
Comunidad Andina	アンデス共同体
Obdulio Varela	オブドゥリオ・バレラ
Waman Puma	ワマン・ポマ
Paramore	パラモア
Celia Cruz	セリア・クルス
Simanoli	セミノール
Ruray rimanachay	活用
Huwan	フアン
Warisa	コモンリスザル
Misuka	コスモス
Umup kunchan	魔術師のおい
Falmouth (Cornwall)	ファルマス (イングランド)
Coritiba Foot Ball Club	コリチーバFC
Tan Son Nhat antanka pampa	タンソンニャット国際空港
Marsala	マルサーラ
Wasa tullu	脊椎
Ferenc Puskás	フェレンツ・プスカシュ
Asaru	アゼルバイジャン人
Edwin van der Sar	エトヴィン・ファン・デル・サール
Paris Saint Germain FC	パリ・サンジェルマンFC
Paolo Maldini	パオロ・マルディーニ
Luis Figo	ルイス・フィーゴ
Boris Tadić	ボリス・タディッチ
Planoise	プラノワーズ
Sergio Ramos	セルヒオ・ラモス
Iğdır	ウードゥル
Narnia llaqtamanta wiñay willaykuykuna	ナルニア国物語
Rivaldo	リバウド
Alan Shearer	アラン・シアラー
Marco van Basten	マルコ・ファン・バステン
Ali Abdullah Saleh	アリー・アブドッラー・サーレハ
Mrs. Doubtfire	ミセス・ダウト
Chilip llaqta takin	チリの国歌
Keane	キーン (バンド)
San Sebastián de los Reyes	サン・セバスティアン・デ・ロス・レイエス
Kurmambek Bakiyev	クルマンベク・バキエフ
The Mars Volta	マーズ・ヴォルタ
Liyun, layqa warmi, p'acha waqaychana ima	ライオンと魔女
Gothic	ゴシック・ロック
Aveiro	アヴェイロ
Manny Pacquiao	マニー・パッキャオ
Anastasia (kuyuchisqa siq'isqa)	アナスタシア (映画)
Apulliq	国会議員
Hugo Sánchez	ウーゴ・サンチェス
Q'ispi kay	透明
Alcobendas	アルコベンダス
Benidorm	ベニドルム
Qanchisnintin Tiksimuyu Achachilla	世界の七不思議
Askar Akayev	アスカル・アカエフ
Tarwi	ザッショクノボリフジ
Wallata	アンデスガン
Oh Se-hoon	呉世勲
Galatasaray SK	ガラタサライSK (サッカー)
Park Jung-yang	朴重陽
Kachi yaku	食塩水
Wachuchasqa	テーブル (情報)
Waruchiri qillqasqa	ワロチリ文書
Nawel Wapi qucha	ナウエル・ウアピ湖
Chontales suyu	チョンタレス県
Chinchay Atlantiku Awtunumu suyu	北アトランティコ自治地域
Karuyayasqa	クリオーリョ
Sukumpiyu marka	スクンビオス県
Orellana marka	オレリャーナ県
Club Nacional de Football	ナシオナル・モンテビデオ
T'ipana	ブローチ (装身具)
Puntarenas pruwinsya	プンタレナス州
Cartago pruwinsya	カルタゴ州
Alajuela suyu	アラフエラ州
Heredia pruwinsya	エレディア州
K'apa	軟骨
CD Guadalajara	CDグアダラハラ
Chris Pratt	クリス・プラット
Hatunkaray waqrasapa suntu	ヘラクレスオオカブト
Wamanqa	アヤクーチョ
Thaqu yura urin rikch'aq ayllu	ネムノキ科
Tunkurawa marka	トゥングラワ県
Asnan qura	ノボロギク
Wanuku	ワヌコ
Yana lagartu	クロカイマン
Ch'ura taruka	アメリカヌマジカ
Hanan Verapaz suyu	アルタ・ベラパス県
Urin Verapaz suyu	バハ・ベラパス県
Wankawillka suyu	ワンカベリカ県
Arturo Uslar Pietri	アルトゥーロ・ウスラール＝ピエトリ
Didier Deschamps	ディディエ・デシャン
Sacatepequez suyu	サカテペケス県
José Macia (Pepe)	ジョゼ・マシア
Sinru qillqa: Qillqaqkuna (Aphrika)	アフリカ文学
Aqha	チチャ
K'alchaki	オオムギ属
